"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9006925","Intracellular signaling by second messengers","102/2457","315/11146",0.323809523809524,1.46893811655716,4.48946148198895,1.12520495438262e-05,0.000221524725394079,0.00016211834540118,"ADCY6/ADCY9/AGO3/AKT3/CALM1/CBX4/CDKN1B/CHD4/CREB1/CSNK2B/ERBB2/FGFR1/FLT3/FRS2/GAB1/GATAD2A/GRB2/GSK3A/HBEGF/HDAC1/HDAC3/IER3/IL1RAP/IL1RL1/INSR/IRAK1/IRAK4/ITPR1/ITPR3/KPNA2/MAF1/MOV10/MTA1/MTA2/MYD88/NBEA/NEDD4/NRG4/PDE1A/PDGFA/PHC1/PHC3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R3/PIP4K2B/PIP5K1B/PPP2CA/PPP2R1A/PPP2R5A/PPP2R5C/PREX2/PRKACB/PRKCA/PRKCG/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RAC1/RHOG/RING1/RNF146/RPS27A/RPS6KB2/RRAGB/SALL4/SGK1/SLC38A9/SNAI1/TNKS/TNRC6B/TNRC6C/TRAF6/TRAT1/TRIB3/TRIM27/UBA52/UBB/UBC/USP13/VAV1",102
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","35/2457","80/11146",0.4375,1.98468660968661,4.70008171704233,1.15024568158925e-05,0.000223658882531242,0.000163680184709581,"ANAPC1/ANAPC15/ANAPC4/BTRC/CDC27/CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",35
"R-HSA-8878159","Transcriptional regulation by RUNX3","40/2457","96/11146",0.416666666666667,1.89017772351106,4.65788664753713,1.1840817237832e-05,0.000227430331092505,0.000166440242303287,"BRD2/CTNNB1/ITGA4/KRAS/MAML3/MYC/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/RUNX1/RUNX3/SMAD3/SMAD4/SMURF1/SPP1/TCF7/TGFB1/UBA52/UBB/UBC",40
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","43/2457","106/11146",0.405660377358491,1.84024850062586,4.62204168703497,1.26936709664465e-05,0.00024087387677293,0.000176278626610766,"ALPK1/BIRC3/BTRC/CREB1/CUL1/DUSP4/IKBKB/IRAK1/IRAK2/IRF7/LRRC14/MAP2K3/MAP2K6/MAP3K8/MAPKAPK2/MAPKAPK3/N4BP1/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/PPP2CA/PPP2R1A/RIPK2/RPS27A/SARM1/TAB1/TANK/TICAM1/TIFA/TNIP2/TRAF6/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/USP18",43
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","27/2457","56/11146",0.482142857142857,2.18720565149137,4.7360023781239,1.3269576130717e-05,0.000248804552450944,0.000182082529613222,"HSPA1B/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-156902","Peptide chain elongation","38/2457","90/11146",0.422222222222222,1.91538009315787,4.63640557423564,1.34865938301708e-05,0.000249898650382576,0.000182883222836372,"EEF1A1/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",38
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","45/2457","113/11146",0.398230088495575,1.80654154105482,4.58222984241185,1.41884641280255e-05,0.000259846872112096,0.000190163625706095,"EIF3C/EIF3D/EIF3I/EIF3K/EIF3M/EIF4A2/EIF4H/EIF5/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",45
"R-HSA-6807070","PTEN Regulation","53/2457","140/11146",0.378571428571429,1.71736147450433,4.54197802895167,1.44314944664937e-05,0.000261259813617558,0.000191197658086033,"AGO3/AKT3/CBX4/CHD4/CSNK2B/GATAD2A/HDAC1/HDAC3/MAF1/MOV10/MTA1/MTA2/NEDD4/PHC1/PHC3/PREX2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RING1/RNF146/RPS27A/RRAGB/SALL4/SLC38A9/SNAI1/TNKS/TNRC6B/TNRC6C/TRIM27/UBA52/UBB/UBC/USP13",53
"R-HSA-983169","Class I MHC mediated antigen processing & presentation","119/2457","381/11146",0.312335958005249,1.41688912817522,4.40284864696731,1.46415931845764e-05,0.000262051241655772,0.000191776848530038,"ANAPC1/ANAPC4/ASB2/B2M/BTRC/CALR/CBLB/CDC27/CDC34/CUL1/CUL2/CYBA/DET1/DZIP3/ELOC/FBXL12/FBXL4/FBXO11/FBXO30/FBXO44/FBXW2/FBXW8/GAN/GLMN/HACE1/HECTD2/HERC2/HERC3/HERC4/HERC5/HLA-A/HLA-B/HLA-G/HSPA5/IKBKB/KBTBD6/KBTBD8/KLHL22/KLHL3/LMO7/LNPEP/LONRF1/LRSAM1/LTN1/MEX3C/MGRN1/MRC2/MYD88/MYLIP/NEDD4/PDIA3/PIK3C3/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF114/RNF123/RNF126/RNF14/RNF19A/RNF19B/RNF34/RNF4/RNF7/RPS27A/SEC13/SEC24A/SEC61B/SEC61G/SIAH2/SMURF1/SOCS3/STX4/TAP1/TAP2/TAPBP/THOP1/TRIM11/TRIM4/TRIM71/TRIM9/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2E1/UBE2E3/UBE2J1/UBE2L6/UBE2N/UBE2O/UBE2S/UBE3B/UBE3C/UBE3D/UBR2/UNKL/VHL",119
"R-HSA-9694516","SARS-CoV-2 Infection","97/2457","299/11146",0.324414715719064,1.47168352519523,4.39631900132014,1.68496105100044e-05,0.000298181309587157,0.000218217900750501,"AKT3/ANO6/B2M/CHMP2A/CHMP2B/CHMP4B/CHMP4C/CHMP6/CSNK1A1/DDOST/FAU/FURIN/G3BP2/GANAB/GEMIN5/GEMIN6/GPC5/GSK3A/HLA-A/HLA-B/HLA-G/HSP90AA1/HSP90AB1/IFIH1/IFNAR1/IFNAR2/IKBKB/IL17RC/IRAK1/IRAK2/IRF7/ISG15/KPNA2/MAGT1/MAP1LC3B/MAVS/MGAT4B/NLRP3/NOD1/NUP35/NUP43/NUP93/PARP14/PARP4/PARP8/PARP9/PIK3C3/POM121/PRKCSH/PRMT1/PTPN6/RAE1/RIPK2/RPN1/RPN2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/SDC4/SEC13/SEC24A/SNRPB/SNRPD2/SNRPF/SRPK2/ST3GAL3/ST6GAL1/STAT1/SUMO1/TAB1/TRAF6/TRIM25/TRIM4/TUFM/UBA52/UBB/UBC/UBE2I/UBE2N/VHL/VPS41/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/ZCRB1/ZDHHC20/ZDHHC3",97
"R-HSA-72764","Eukaryotic Translation Termination","39/2457","94/11146",0.414893617021277,1.88213441404931,4.56705214153656,1.70780117921066e-05,0.000298865206361865,0.000218718396635751,"ETF1/FAU/N6AMT1/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",39
"R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation","23/2457","45/11146",0.511111111111111,2.3186180075069,4.71304866276287,1.73109561148976e-05,0.000299612701988613,0.000219265436041792,"ALPK1/IKBKB/IRAK1/IRAK2/LRRC14/N4BP1/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/RIPK2/RPS27A/TAB1/TIFA/TRAF6/UBA52/UBB/UBC/UBE2N/USP18",23
"R-HSA-69052","Switching of origins to a post-replicative state","38/2457","91/11146",0.417582417582418,1.89433196026603,4.55509868117594,1.82874283788935e-05,0.00031307282279084,0.000229115950513597,"ANAPC1/ANAPC15/ANAPC4/CDC27/CDT1/CUL1/ORC2/ORC3/ORC5/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",38
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","25/2457","51/11146",0.490196078431373,2.2237384982483,4.65765990393684,1.92118517123758e-05,0.000314353574910354,0.000230053242791537,"NQO1/OAZ2/ODC1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3",25
"R-HSA-69563","p53-Dependent G1 DNA Damage Response","30/2457","66/11146",0.454545454545455,2.06201206201206,4.60139221065941,1.9394627300678e-05,0.000314353574910354,0.000230053242791537,"ATM/CDKN1B/PCBP4/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/ZNF385A",30
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","30/2457","66/11146",0.454545454545455,2.06201206201206,4.60139221065941,1.9394627300678e-05,0.000314353574910354,0.000230053242791537,"ATM/CDKN1B/PCBP4/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/ZNF385A",30
"R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","13/2457","19/11146",0.684210526315789,3.10387078808131,4.88050246027636,1.96584920768362e-05,0.000314353574910354,0.000230053242791537,"CDC37/GAB1/GRB2/HSP90AA1/KRAS/NRAS/PIK3CA/PIK3R1/RPS27A/SOS1/UBA52/UBB/UBC",13
"R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer","13/2457","19/11146",0.684210526315789,3.10387078808131,4.88050246027636,1.96584920768362e-05,0.000314353574910354,0.000230053242791537,"CDC37/GAB1/GRB2/HSP90AA1/KRAS/NRAS/PIK3CA/PIK3R1/RPS27A/SOS1/UBA52/UBB/UBC",13
"R-HSA-4641258","Degradation of DVL","27/2457","57/11146",0.473684210526316,2.14883362251783,4.62387504834034,1.9954500758598e-05,0.000314353574910354,0.000230053242791537,"DVL2/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-69541","Stabilization of p53","27/2457","57/11146",0.473684210526316,2.14883362251783,4.62387504834034,1.9954500758598e-05,0.000314353574910354,0.000230053242791537,"ATM/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",27
"R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","28/2457","60/11146",0.466666666666667,2.11699905033238,4.61316202150009,1.99589571371653e-05,0.000314353574910354,0.000230053242791537,"CDKN1B/CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",28
"R-HSA-450302","activated TAK1 mediates p38 MAPK activation","15/2457","24/11146",0.625,2.83526658526659,4.78598186872389,2.26597542803642e-05,0.000353357554372016,0.000258597508462728,"IRAK1/IRAK2/MAP2K3/MAP2K6/MAPKAPK2/MAPKAPK3/NOD1/RIPK2/RPS27A/TAB1/TRAF6/UBA52/UBB/UBC/UBE2N",15
"R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","99/2457","309/11146",0.320388349514563,1.45341821069976,4.29814812047496,2.45310180332462e-05,0.000378787778454538,0.000277208098518108,"ANAPC1/ANAPC4/ASB2/BTRC/CBLB/CDC27/CDC34/CUL1/CUL2/DET1/DZIP3/ELOC/FBXL12/FBXL4/FBXO11/FBXO30/FBXO44/FBXW2/FBXW8/GAN/GLMN/HACE1/HECTD2/HERC2/HERC3/HERC4/HERC5/KBTBD6/KBTBD8/KLHL22/KLHL3/LMO7/LNPEP/LONRF1/LRSAM1/LTN1/MEX3C/MGRN1/MYLIP/NEDD4/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RNF114/RNF123/RNF126/RNF14/RNF19A/RNF19B/RNF34/RNF4/RNF7/RPS27A/SIAH2/SMURF1/SOCS3/THOP1/TRIM11/TRIM4/TRIM71/TRIM9/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2E1/UBE2E3/UBE2J1/UBE2L6/UBE2N/UBE2O/UBE2S/UBE3B/UBE3C/UBE3D/UBR2/UNKL/VHL",99
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","44/2457","112/11146",0.392857142857143,1.78216756788185,4.42384642372416,2.62198527285687e-05,0.000400934641237822,0.000293415827672792,"EIF3C/EIF3D/EIF3I/EIF3K/EIF3M/EIF4A2/EIF4H/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",44
"R-HSA-168255","Influenza Infection","57/2457","157/11146",0.363057324840764,1.64698288265167,4.34131447370827,2.93102080696528e-05,0.000439653121044793,0.000321751156253332,"CALR/CLTA/EIF2AK2/FAU/GTF2F2/HSP90AA1/HSPA1B/ISG15/KPNA2/KPNA3/NUP35/NUP43/NUP93/PABPN1/POLR2C/POLR2E/POLR2L/POM121/RAE1/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/SEC13/TGFB1/UBA52",57
"R-HSA-9711097","Cellular response to starvation","57/2457","157/11146",0.363057324840764,1.64698288265167,4.34131447370827,2.93102080696528e-05,0.000439653121044793,0.000321751156253332,"ATF3/ATF4/ATP6V0D1/ATP6V1C1/ATP6V1G1/ATP6V1H/CEBPB/CEBPG/DDIT3/FAU/FLCN/ITFG2/KPTN/NPRL3/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/RRAGB/SEC13/SESN2/SLC38A9/SZT2/TRIB3/UBA52/WDR59",57
"R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","39/2457","96/11146",0.40625,1.84292328042328,4.41062609081683,3.04303237313536e-05,0.000452148678083792,0.000330895774437261,"ETF1/FAU/NCBP2/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",39
"R-HSA-936440","Negative regulators of DDX58/IFIH1 signaling","19/2457","35/11146",0.542857142857143,2.46263154834583,4.60839929117118,3.12261324925717e-05,0.000459636996970097,0.000336375947657314,"CYLD/HERC5/IFIH1/ISG15/MAVS/NLRC5/PIN1/RPS27A/TAX1BP1/TNFAIP3/TRIM25/TRIM4/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2L6",19
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","33/2457","77/11146",0.428571428571429,1.94418280132566,4.4208417621093,3.39606293318059e-05,0.000495259177755503,0.000362445313044127,"HSP90AA1/HSP90AB1/MAPRE1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/TUBB1/TUBB2A/TUBB4B/TUBB6/UBA52/UBB/UBC",33
"R-HSA-192823","Viral mRNA Translation","37/2457","90/11146",0.411111111111111,1.86497535386424,4.38110527223468,3.54196627436738e-05,0.000511780127719323,0.000374535832817149,"FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",37
"R-HSA-72613","Eukaryotic Translation Initiation","46/2457","120/11146",0.383333333333333,1.73896350563017,4.32775170248856,3.60683137630761e-05,0.000511780127719323,0.000374535832817149,"EIF2B2/EIF3C/EIF3D/EIF3I/EIF3K/EIF3M/EIF4A2/EIF4H/EIF5/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",46
"R-HSA-72737","Cap-dependent Translation Initiation","46/2457","120/11146",0.383333333333333,1.73896350563017,4.32775170248856,3.60683137630761e-05,0.000511780127719323,0.000374535832817149,"EIF2B2/EIF3C/EIF3D/EIF3I/EIF3K/EIF3M/EIF4A2/EIF4H/EIF5/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",46
"R-HSA-68949","Orc1 removal from chromatin","31/2457","71/11146",0.436619718309859,1.98069327646792,4.40806734376529,3.76353546952584e-05,0.000526131428227619,0.000385038538953545,"CDT1/CUL1/ORC2/ORC3/ORC5/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC",31
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","36/2457","87/11146",0.413793103448276,1.87714201507305,4.36746393596902,3.80818938526657e-05,0.000526131428227619,0.000385038538953545,"ANAPC1/ANAPC15/ANAPC4/BTRC/CDC27/CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",36
"R-HSA-453276","Regulation of mitotic cell cycle","36/2457","87/11146",0.413793103448276,1.87714201507305,4.36746393596902,3.80818938526657e-05,0.000526131428227619,0.000385038538953545,"ANAPC1/ANAPC15/ANAPC4/BTRC/CDC27/CUL1/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/PTTG1/RPS27A/UBA52/UBB/UBC/UBE2D1/UBE2E1/UBE2S",36
"R-HSA-209543","p75NTR recruits signalling complexes","10/2457","13/11146",0.769230769230769,3.48955887417426,4.77579513473629,3.92042084938078e-05,0.000529341526487413,0.000387387783795299,"IKBKB/IRAK1/MYD88/RIPK2/RPS27A/SQSTM1/TRAF6/UBA52/UBB/UBC",10
"R-HSA-209560","NF-kB is activated and signals survival","10/2457","13/11146",0.769230769230769,3.48955887417426,4.77579513473629,3.92042084938078e-05,0.000529341526487413,0.000387387783795299,"IKBKB/IRAK1/NFKB1/NFKBIA/RPS27A/SQSTM1/TRAF6/UBA52/UBB/UBC",10
"R-HSA-69615","G1/S DNA Damage Checkpoints","30/2457","68/11146",0.441176470588235,2.00136464842347,4.40426809425724,3.93225133962078e-05,0.000529341526487413,0.000387387783795299,"ATM/CDKN1B/PCBP4/PSMA1/PSMA2/PSMB1/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC1/PSMC3/PSMC4/PSMC5/PSMD13/PSMD3/PSMD4/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME2/PSME3/RPS27A/UBA52/UBB/UBC/ZNF385A",30
"R-HSA-156842","Eukaryotic Translation Elongation","38/2457","94/11146",0.404255319148936,1.83387455727881,4.31719760836831,4.35787108764233e-05,0.000576777055717368,0.000422102506941031,"EEF1A1/FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/UBA52",38
"R-HSA-2408557","Selenocysteine synthesis","38/2457","94/11146",0.404255319148936,1.83387455727881,4.31719760836831,4.35787108764233e-05,0.000576777055717368,0.000422102506941031,"FAU/RPL10/RPL10A/RPL13A/RPL14/RPL18/RPL19/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL27A/RPL28/RPL32/RPL35/RPL37/RPL37A/RPL4/RPL6/RPL7/RPL7A/RPL8/RPLP1/RPLP2/RPS15/RPS16/RPS19/RPS2/RPS27A/RPS27L/RPS29/RPS5/RPS7/RPS8/RPSA/SEPHS2/UBA52",38
"R-HSA-3700989","Transcriptional Regulation by TP53","111/2457","359/11146",0.309192200557103,1.40262770346336,4.1234264735237,4.5475860947335e-05,0.000596870674933772,0.000436807611730981,"AGO3/AIFM2/AKT3/APAF1/ATM/ATR/BAX/BCL6/BRCA1/BRPF1/BTG2/CCNK/CDK12/CDK13/CDK7/CDKN1B/CHD4/CHM/CNOT1/CNOT11/COX4I1/COX5A/COX6A1/COX6B1/COX6C/COX7A2/COX7B/COX8A/CSNK2B/CTDP1/CYCS/DYRK2/EHMT1/ELOA/ELOC/FAS/G6PD/GADD45A/GATAD2A/GPI/GSR/GTF2F2/GTF2H1/HDAC1/HUS1/ING2/MAP2K6/MOV10/MRE11/MSH2/MTA2/NDUFA4/NELFE/NOC2L/PCBP4/PIN1/PIP4K2B/PLK2/PLK3/PMAIP1/POLR2C/POLR2E/POLR2L/PPP2CA/PPP2R1A/PPP2R5C/PRDM1/PRELID1/PRKAB1/PRKAG2/PRMT1/RAD51D/RAD9B/RBL1/RBL2/RGCC/RMI1/RNF34/RPS27A/RRAGB/SESN2/SESN3/SGK1/SLC38A9/SMYD2/SSRP1/STK11/SUPT4H1/TAF10/TAF13/TAF4/TAF9/TIGAR/TNFRSF10B/TNFRSF10D/TNKS1BP1/TNRC6B/TNRC6C/TP53BP2/TP53I3/TSC1/TXN/UBA52/UBB/UBC/YWHAE/YWHAG/YWHAH/YWHAQ/YWHAZ/ZNF385A",111
"R-HSA-166166","MyD88-independent TLR4 cascade","43/2457","111/11146",0.387387387387387,1.75735442402109,4.26414734771209,4.78244473551859e-05,0.000612386216133479,0.000448162343636531,"ALPK1/BIRC3/BTRC/CREB1/CUL1/DUSP4/IKBKB/IRAK1/IRAK2/IRF7/LRRC14/MAP2K3/MAP2K6/MAP3K8/MAPKAPK2/MAPKAPK3/N4BP1/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NLRC5/NOD1/PPP2CA/PPP2R1A/RIPK2/RPS27A/SARM1/TAB1/TANK/TICAM1/TIFA/TNIP2/TRAF6/UBA52/UBB/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/USP18",43
